"","article_name","year","yearweek_start","yearweek_end","month","week","promo_01","promo_02","promo_03","promo_04","promo_05","sales","date"
"4377","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-02-26","2018-03-04",3,9,0,0,0,0,0,28484,"2018-02-26"
"4378","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-03-05","2018-03-11",3,10,0,0,0,0,0,29278,"2018-03-05"
"4379","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-03-12","2018-03-18",3,11,0,0,0,0,0,28962,"2018-03-12"
"4380","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-03-19","2018-03-25",3,12,0,0,0,0,0,15486,"2018-03-19"
"4381","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-03-26","2018-04-01",3,13,0,0,0,0,0,22205,"2018-03-26"
"4382","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-04-02","2018-04-08",4,14,0,0,0,0,0,20783,"2018-04-02"
"4383","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-04-09","2018-04-15",4,15,0,0,0,0,0,25208,"2018-04-09"
"4384","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-04-16","2018-04-22",4,16,0,0,0,0,0,25673,"2018-04-16"
"4385","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-04-23","2018-04-29",4,17,0,0,0,0,0,26376,"2018-04-23"
"4386","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-04-30","2018-05-06",5,18,0,0,0,0,0,26335,"2018-04-30"
"4387","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-05-07","2018-05-13",5,19,0,0,0,0,0,13184,"2018-05-07"
"4388","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-05-14","2018-05-20",5,20,0,0,0,0,0,19861,"2018-05-14"
"4389","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-05-21","2018-05-27",5,21,0,0,0,0,0,23058,"2018-05-21"
"4390","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-05-28","2018-06-03",5,22,0,0,0,0,0,23012,"2018-05-28"
"4391","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-06-04","2018-06-10",6,23,0,0,0,0,0,26751,"2018-06-04"
"4392","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-06-11","2018-06-17",6,24,0,0,0,0,0,26181,"2018-06-11"
"4393","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-06-18","2018-06-24",6,25,0,0,0,0,0,13486,"2018-06-18"
"4394","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-06-25","2018-07-01",6,26,0,0,0,0,0,17288,"2018-06-25"
"4395","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-07-02","2018-07-08",7,27,0,0,0,0,0,22538,"2018-07-02"
"4396","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-07-09","2018-07-15",7,28,0,0,0,0,0,19902,"2018-07-09"
"4397","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-07-16","2018-07-22",7,29,0,0,0,0,0,20656,"2018-07-16"
"4398","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-07-23","2018-07-29",7,30,0,0,0,0,0,21398,"2018-07-23"
"4399","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-07-30","2018-08-05",8,31,0,0,0,0,0,12208,"2018-07-30"
"4400","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-08-06","2018-08-12",8,32,0,0,0,0,0,16610,"2018-08-06"
"4401","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-08-13","2018-08-19",8,33,0,0,0,0,0,23758,"2018-08-13"
"4402","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-08-20","2018-08-26",8,34,0,0,0,0,0,27198,"2018-08-20"
"4403","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-08-27","2018-09-02",8,35,0,0,0,0,0,27294,"2018-08-27"
"4404","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-09-03","2018-09-09",9,36,0,0,0,0,0,27895,"2018-09-03"
"4405","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-09-10","2018-09-16",9,37,0,0,0,0,0,26951,"2018-09-10"
"4406","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-09-17","2018-09-23",9,38,0,0,0,0,0,14576,"2018-09-17"
"4407","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-09-24","2018-09-30",9,39,0,0,0,0,0,19714,"2018-09-24"
"4408","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-10-01","2018-10-07",10,40,0,0,0,0,0,22754,"2018-10-01"
"4409","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-10-08","2018-10-14",10,41,0,0,0,0,0,23708,"2018-10-08"
"4410","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-10-15","2018-10-21",10,42,0,0,0,0,0,27570,"2018-10-15"
"4411","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-10-22","2018-10-28",10,43,0,0,0,0,0,28073,"2018-10-22"
"4412","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-10-29","2018-11-04",11,44,0,0,0,0,0,27347,"2018-10-29"
"4413","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-11-05","2018-11-11",11,45,0,0,0,0,0,28827,"2018-11-05"
"4414","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-11-12","2018-11-18",11,46,0,0,0,0,0,15358,"2018-11-12"
"4415","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-11-19","2018-11-25",11,47,0,0,0,0,0,20568,"2018-11-19"
"4416","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-11-26","2018-12-02",11,48,0,0,0,0,0,26541,"2018-11-26"
"4417","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-12-03","2018-12-09",12,49,0,0,0,0,0,25262,"2018-12-03"
"4418","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-12-10","2018-12-16",12,50,0,0,0,0,0,27375,"2018-12-10"
"4419","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-12-17","2018-12-23",12,51,0,0,0,0,0,28902,"2018-12-17"
"4420","M-CLAS JOG. SCHOKOLA 200G",2018,"2018-12-24","2018-12-30",12,52,0,0,0,0,0,10320,"2018-12-24"
"4421","M-CLAS JOG. SCHOKOLA 200G",2019,"2018-12-31","2019-01-06",1,1,0,0,0,0,0,16780,"2018-12-31"
"4422","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-01-07","2019-01-13",1,2,0,0,0,0,0,25227,"2019-01-07"
"4423","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-01-14","2019-01-20",1,3,0,0,0,0,0,26331,"2019-01-14"
"4424","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-01-21","2019-01-27",1,4,0,0,0,0,0,27224,"2019-01-21"
"4425","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-01-28","2019-02-03",1,5,0,0,0,0,0,15063,"2019-01-28"
"4426","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-02-04","2019-02-10",2,6,0,0,0,0,0,21696,"2019-02-04"
"4427","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-02-11","2019-02-17",2,7,0,0,0,0,0,24753,"2019-02-11"
"4428","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-02-18","2019-02-24",2,8,0,0,0,0,0,25609,"2019-02-18"
"4429","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-02-25","2019-03-03",2,9,0,0,0,0,0,25431,"2019-02-25"
"4430","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-03-04","2019-03-10",3,10,0,0,0,0,0,27233,"2019-03-04"
"4431","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-03-11","2019-03-17",3,11,0,0,0,0,0,26824,"2019-03-11"
"4432","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-03-18","2019-03-24",3,12,1,0,0,0,0,32061,"2019-03-18"
"4433","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-03-25","2019-03-31",3,13,1,0,0,0,0,27369,"2019-03-25"
"4434","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-04-01","2019-04-07",4,14,0,0,0,0,0,27848,"2019-04-01"
"4435","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-04-08","2019-04-14",4,15,0,0,0,0,0,26903,"2019-04-08"
"4436","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-04-15","2019-04-21",4,16,0,0,0,0,0,24769,"2019-04-15"
"4437","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-04-22","2019-04-28",4,17,0,0,0,0,0,21517,"2019-04-22"
"4438","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-04-29","2019-05-05",5,18,0,0,0,0,0,24639,"2019-04-29"
"4439","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-05-06","2019-05-12",5,19,0,0,0,0,0,14967,"2019-05-06"
"4440","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-05-13","2019-05-19",5,20,0,0,0,0,0,19087,"2019-05-13"
"4441","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-05-20","2019-05-26",5,21,0,0,0,0,0,24255,"2019-05-20"
"4442","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-05-27","2019-06-02",5,22,0,0,0,0,0,22978,"2019-05-27"
"4443","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-06-03","2019-06-09",6,23,0,0,0,0,0,25665,"2019-06-03"
"4444","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-06-10","2019-06-16",6,24,0,0,0,0,0,23439,"2019-06-10"
"4445","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-06-17","2019-06-23",6,25,0,0,0,0,0,23293,"2019-06-17"
"4446","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-06-24","2019-06-30",6,26,0,0,0,0,0,1816,"2019-06-24"
"4447","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-07-01","2019-07-07",7,27,0,0,0,0,0,19770,"2019-07-01"
"4448","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-07-08","2019-07-14",7,28,0,0,0,0,1,19180,"2019-07-08"
"4449","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-07-15","2019-07-21",7,29,0,0,0,0,1,17936,"2019-07-15"
"4450","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-07-22","2019-07-28",7,30,0,0,0,0,0,19329,"2019-07-22"
"4451","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-07-29","2019-08-04",8,31,0,0,0,0,0,18964,"2019-07-29"
"4452","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-08-05","2019-08-11",8,32,0,0,0,0,0,22315,"2019-08-05"
"4453","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-08-12","2019-08-18",8,33,0,0,0,0,0,23427,"2019-08-12"
"4454","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-08-19","2019-08-25",8,34,0,0,0,0,0,25517,"2019-08-19"
"4455","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-08-26","2019-09-01",8,35,0,0,0,0,0,26461,"2019-08-26"
"4456","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-09-02","2019-09-08",9,36,0,0,0,0,0,24416,"2019-09-02"
"4457","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-09-09","2019-09-15",9,37,0,0,0,0,0,24086,"2019-09-09"
"4458","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-09-16","2019-09-22",9,38,0,0,0,0,0,14056,"2019-09-16"
"4459","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-09-23","2019-09-29",9,39,0,0,0,0,0,16551,"2019-09-23"
"4460","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-09-30","2019-10-06",10,40,0,0,0,0,0,20762,"2019-09-30"
"4461","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-10-07","2019-10-13",10,41,0,0,0,0,0,22140,"2019-10-07"
"4462","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-10-14","2019-10-20",10,42,0,0,0,0,0,25879,"2019-10-14"
"4463","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-10-21","2019-10-27",10,43,0,0,0,0,0,14389,"2019-10-21"
"4464","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-10-28","2019-11-03",10,44,0,0,0,0,0,16646,"2019-10-28"
"4465","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-11-04","2019-11-10",11,45,0,0,0,0,0,23838,"2019-11-04"
"4466","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-11-11","2019-11-17",11,46,0,0,0,0,0,24935,"2019-11-11"
"4467","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-11-18","2019-11-24",11,47,0,0,0,0,0,26264,"2019-11-18"
"4468","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-11-25","2019-12-01",11,48,0,0,0,0,0,26658,"2019-11-25"
"4469","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-12-02","2019-12-08",12,49,0,0,0,0,0,13817,"2019-12-02"
"4470","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-12-09","2019-12-15",12,50,0,0,0,0,0,18498,"2019-12-09"
"4471","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-12-16","2019-12-22",12,51,0,0,0,0,0,23760,"2019-12-16"
"4472","M-CLAS JOG. SCHOKOLA 200G",2019,"2019-12-23","2019-12-29",12,52,0,0,0,0,0,17469,"2019-12-23"
"4473","M-CLAS JOG. SCHOKOLA 200G",2020,"2019-12-30","2020-01-05",1,1,0,0,0,0,0,21490,"2019-12-30"
"4474","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-01-06","2020-01-12",1,2,0,0,0,0,0,25616,"2020-01-06"
"4475","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-01-13","2020-01-19",1,3,0,0,0,0,0,26360,"2020-01-13"
"4476","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-01-20","2020-01-26",1,4,0,0,0,0,0,26506,"2020-01-20"
"4477","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-01-27","2020-02-02",1,5,0,0,0,0,0,26743,"2020-01-27"
"4478","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-02-03","2020-02-09",2,6,0,0,0,0,0,25478,"2020-02-03"
"4479","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-02-10","2020-02-16",2,7,0,0,0,0,0,25333,"2020-02-10"
"4480","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-02-17","2020-02-23",2,8,0,0,0,0,0,13330,"2020-02-17"
"4481","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-02-24","2020-03-01",2,9,0,0,0,0,0,24210,"2020-02-24"
"4482","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-03-02","2020-03-08",3,10,0,0,0,0,0,25948,"2020-03-02"
"4483","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-03-09","2020-03-15",3,11,0,0,0,0,0,31217,"2020-03-09"
"4484","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-03-16","2020-03-22",3,12,0,0,0,0,0,29574,"2020-03-16"
"4485","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-03-23","2020-03-29",3,13,0,0,0,0,0,16722,"2020-03-23"
"4486","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-03-30","2020-04-05",4,14,0,0,0,0,0,22458,"2020-03-30"
"4487","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-04-06","2020-04-12",4,15,0,0,0,0,0,25961,"2020-04-06"
"4488","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-04-13","2020-04-19",4,16,0,0,0,0,0,24038,"2020-04-13"
"4489","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-04-20","2020-04-26",4,17,0,0,0,0,0,26266,"2020-04-20"
"4490","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-04-27","2020-05-03",4,18,0,0,0,0,0,27740,"2020-04-27"
"4491","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-05-04","2020-05-10",5,19,0,0,0,0,0,26489,"2020-05-04"
"4492","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-05-11","2020-05-17",5,20,0,0,0,0,0,26633,"2020-05-11"
"4493","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-05-18","2020-05-24",5,21,0,0,0,0,0,23871,"2020-05-18"
"4494","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-05-25","2020-05-31",5,22,0,0,0,0,0,26798,"2020-05-25"
"4495","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-06-01","2020-06-07",6,23,0,0,0,0,0,24309,"2020-06-01"
"4496","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-06-08","2020-06-14",6,24,1,0,0,0,0,26556,"2020-06-08"
"4497","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-06-15","2020-06-21",6,25,1,0,0,0,0,24450,"2020-06-15"
"4498","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-06-22","2020-06-28",6,26,0,0,0,0,0,23074,"2020-06-22"
"4499","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-06-29","2020-07-05",7,27,0,0,0,0,0,22582,"2020-06-29"
"4500","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-07-06","2020-07-12",7,28,0,0,0,0,0,20597,"2020-07-06"
"4501","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-07-13","2020-07-19",7,29,0,0,0,0,0,19968,"2020-07-13"
"4502","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-07-20","2020-07-26",7,30,0,0,0,0,0,10836,"2020-07-20"
"4503","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-07-27","2020-08-02",7,31,0,0,0,0,0,11791,"2020-07-27"
"4504","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-08-03","2020-08-09",8,32,0,0,0,0,0,20257,"2020-08-03"
"4505","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-08-10","2020-08-16",8,33,0,0,0,0,0,21074,"2020-08-10"
"4506","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-08-17","2020-08-23",8,34,0,0,0,0,0,25274,"2020-08-17"
"4507","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-08-24","2020-08-30",8,35,0,0,0,0,0,25160,"2020-08-24"
"4508","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-08-31","2020-09-06",9,36,0,0,0,0,0,23558,"2020-08-31"
"4509","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-09-07","2020-09-13",9,37,0,0,0,0,0,23980,"2020-09-07"
"4510","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-09-14","2020-09-20",9,38,0,0,0,0,0,23741,"2020-09-14"
"4511","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-09-21","2020-09-27",9,39,0,0,0,0,0,24602,"2020-09-21"
"4512","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-09-28","2020-10-04",10,40,0,0,0,0,0,22300,"2020-09-28"
"4513","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-10-05","2020-10-11",10,41,0,0,0,0,0,12819,"2020-10-05"
"4514","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-10-12","2020-10-18",10,42,0,0,0,0,1,18999,"2020-10-12"
"4515","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-10-19","2020-10-25",10,43,0,0,0,0,1,24723,"2020-10-19"
"4516","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-10-26","2020-11-01",10,44,0,0,0,0,1,27183,"2020-10-26"
"4517","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-11-02","2020-11-08",11,45,0,0,0,0,1,27536,"2020-11-02"
"4518","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-11-09","2020-11-15",11,46,0,0,0,0,1,26991,"2020-11-09"
"4519","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-11-16","2020-11-22",11,47,0,0,0,0,1,27063,"2020-11-16"
"4520","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-11-23","2020-11-29",11,48,0,0,0,0,1,27831,"2020-11-23"
"4521","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-11-30","2020-12-06",12,49,1,0,0,0,1,32219,"2020-11-30"
"4522","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-12-07","2020-12-13",12,50,1,0,0,0,0,23449,"2020-12-07"
"4523","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-12-14","2020-12-20",12,51,0,0,0,0,0,25219,"2020-12-14"
"4524","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-12-21","2020-12-27",12,52,0,0,0,0,0,20796,"2020-12-21"
"4525","M-CLAS JOG. SCHOKOLA 200G",2020,"2020-12-28","2021-01-03",12,53,0,0,0,0,0,22616,"2020-12-28"
"4526","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-01-04","2021-01-10",1,1,0,0,0,0,0,27987,"2021-01-04"
"4527","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-01-11","2021-01-17",1,2,0,0,0,0,0,27430,"2021-01-11"
"4528","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-01-18","2021-01-24",1,3,0,0,0,0,0,15105,"2021-01-18"
"4529","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-01-25","2021-01-31",1,4,0,0,0,0,0,20962,"2021-01-25"
"4530","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-02-01","2021-02-07",2,5,0,0,0,0,0,24146,"2021-02-01"
"4531","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-02-08","2021-02-14",2,6,0,0,0,0,0,23826,"2021-02-08"
"4532","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-02-15","2021-02-21",2,7,0,0,0,0,0,24597,"2021-02-15"
"4533","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-02-22","2021-02-28",2,8,0,0,0,0,0,27205,"2021-02-22"
"4534","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-03-01","2021-03-07",3,9,0,0,0,0,0,27022,"2021-03-01"
"4535","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-03-08","2021-03-14",3,10,0,0,0,0,0,26659,"2021-03-08"
"4536","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-03-15","2021-03-21",3,11,0,0,0,0,0,27167,"2021-03-15"
"4537","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-03-22","2021-03-28",3,12,0,0,0,0,0,27633,"2021-03-22"
"4538","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-03-29","2021-04-04",4,13,0,0,0,0,0,26229,"2021-03-29"
"4539","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-04-05","2021-04-11",4,14,0,0,0,0,0,21641,"2021-04-05"
"4540","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-04-12","2021-04-18",4,15,0,0,0,0,0,25132,"2021-04-12"
"4541","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-04-19","2021-04-25",4,16,0,0,0,0,0,25513,"2021-04-19"
"4542","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-04-26","2021-05-02",4,17,0,0,0,0,0,27636,"2021-04-26"
"4543","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-05-03","2021-05-09",5,18,0,0,0,0,0,25527,"2021-05-03"
"4544","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-05-10","2021-05-16",5,19,0,0,0,0,0,23564,"2021-05-10"
"4545","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-05-17","2021-05-23",5,20,0,0,0,0,0,27227,"2021-05-17"
"4546","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-05-24","2021-05-30",5,21,0,0,0,0,0,24163,"2021-05-24"
"4547","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-05-31","2021-06-06",6,22,0,0,0,0,0,22231,"2021-05-31"
"4548","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-06-07","2021-06-13",6,23,0,0,0,0,0,23413,"2021-06-07"
"4549","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-06-14","2021-06-20",6,24,0,0,0,0,0,22597,"2021-06-14"
"4550","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-06-21","2021-06-27",6,25,0,0,0,0,0,23179,"2021-06-21"
"4551","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-06-28","2021-07-04",7,26,0,0,0,0,0,23585,"2021-06-28"
"4552","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-07-05","2021-07-11",7,27,0,0,0,0,0,21781,"2021-07-05"
"4553","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-07-12","2021-07-18",7,28,0,0,0,0,0,20144,"2021-07-12"
"4554","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-07-19","2021-07-25",7,29,0,0,0,0,0,18071,"2021-07-19"
"4555","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-07-26","2021-08-01",7,30,0,0,0,0,0,12348,"2021-07-26"
"4556","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-08-02","2021-08-08",8,31,0,0,0,0,0,13413,"2021-08-02"
"4557","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-08-09","2021-08-15",8,32,0,0,0,0,0,17700,"2021-08-09"
"4558","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-08-16","2021-08-22",8,33,0,0,0,0,0,22144,"2021-08-16"
"4559","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-08-23","2021-08-29",8,34,0,0,0,0,0,23809,"2021-08-23"
"4560","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-08-30","2021-09-05",9,35,0,0,0,0,0,23330,"2021-08-30"
"4561","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-09-06","2021-09-12",9,36,0,0,0,0,0,24138,"2021-09-06"
"4562","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-09-13","2021-09-19",9,37,0,0,0,0,0,24127,"2021-09-13"
"4563","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-09-20","2021-09-26",9,38,0,0,0,0,0,23978,"2021-09-20"
"4564","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-09-27","2021-10-03",9,39,0,0,0,0,0,22574,"2021-09-27"
"4565","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-10-04","2021-10-10",10,40,0,0,0,0,0,11910,"2021-10-04"
"4566","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-10-11","2021-10-17",10,41,0,0,0,0,0,17114,"2021-10-11"
"4567","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-10-18","2021-10-24",10,42,0,0,0,0,0,22176,"2021-10-18"
"4568","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-10-25","2021-10-31",10,43,0,0,0,0,0,25174,"2021-10-25"
"4569","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-11-01","2021-11-07",11,44,0,0,0,0,0,23467,"2021-11-01"
"4570","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-11-08","2021-11-14",11,45,0,0,0,0,0,24091,"2021-11-08"
"4571","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-11-15","2021-11-21",11,46,0,0,0,0,0,24138,"2021-11-15"
"4572","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-11-22","2021-11-28",11,47,0,0,0,0,0,24349,"2021-11-22"
"4573","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-11-29","2021-12-05",12,48,0,0,0,0,0,23631,"2021-11-29"
"4574","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-12-06","2021-12-12",12,49,0,0,0,0,0,22634,"2021-12-06"
"4575","M-CLAS JOG. SCHOKOLA 200G",2021,"2021-12-13","2021-12-19",12,50,0,0,0,0,0,23463,"2021-12-13"
